정류장번호,정류장명
DGB3690005170,광명산업건너
DGB3690005180,달서교회
DGB3690005190,달서리마을회관
DGB3690005200,달서보건소
DGB3690005210,망월사입구건너
DGB3690005220,백운리삼거리건너
DGB3690005230,백운리쉼터건너
DGB3690005240,삼보사입구
DGB3690005250,상지사거리
DGB3690005260,신동천주교회
DGB3690005270,신4리 경로당
DGB3690005280,창평삼거리건너
DGB3690005290,청구공원
DGB3690005300,황학교회
DGB3690005310,황학산장입구
DGB3690005320,황학
DGB3690005360,가산2리
DGB3690005370,가산2리한뜸
DGB3690005380,송학가든건너
DGB3690005390,용수가든건너
DGB3690005400,용수교회건너
DGB3690005410,용수리
DGB3690005420,용수리 묵은터
DGB3690005430,응추리 노인회관
DGB3690005440,응추리 음지마을
DGB3690005450,칠곡 학생야영장입구
DGB3690005470,송정리원곡
DGB3690005530,한솔솔파크
DGB3690005550,덕산리마을회관
DGB3690005580,영리교차로
DGB3690005830,동명교통
DGB3690005860,석적농협
DGB3690005890,남광하우스토리
DGB3690005900,무리실 입구
DGB3690005910,한솔입구맞은편
DGB3690005920,남광하우스토리건너
DGB3690005930,금암4리(직금마을)
DGB3690005960,숭오3리(강진삼거리)
DGB3690005980,금암4리(대구시립묘지)
DGB3690006020,영진전문대칠곡정문
DGB3690006030,영진전문대칠곡건너
DGB3690006040,숭오리 종점
DGB3690006070,복성4리(옥만이)
DGB3690006080,중리마을입구
DGB3690006090,중리마을입구건너
DGB3690006180,삼청
DGB3690006320,공단삼거리건너
DGB3690006340,가실입구삼거리건너
DGB3690006350,칠곡상수도사업소건너
DGB3690006370,성곡종점
DGB3690006390,동명주유소건너
DGB3690006400,금암4리건너
DGB3690006410,가산1리건너
DGB3690006630,약목역건너
DGB3690006660,약목역
DGB3690006670,호국평화기념관
DGB3690006680,호국평화기념관 건너
DGB3690006770,중리2교건너
DGB3690006780,가산2리(윗산당)
DGB3690006800,황학종점
DGB3690006830,복지회관
DGB3690006840,문화아파트건너
DGB3690006850,주공3단지
DGB3690006880,달오(태왕아너스)건너
DGB3690006890,달오(태왕아너스)앞
DGB3690006900,군립도서관건너
DGB3690006910,군립도서관앞
DGB3690007030,석적행정복지센터
DGB3690007040,남율동산마을
DGB3690007060,복성4리(옥만이)건너
DGB3690007140,한티순교성지 입구건너
DGB3690007150,한티순교성지 입구
DGB3690007160,가산산성야영장
DGB3690007170,가산산성야영장건너
DGB3690007180,고지터
DGB3690007190,팔공테마리조트
DGB3690007200,팔공테마리조트건너
DGB3690007210,한티한우리타운
DGB3690007340,한티한우리타운건너
DGB3690007400,가산평생학습복지센터건너
DGB3690007410,득명리 주차장
DGB3690007440,송정리원곡건너
DGB3690007450,덕산리마을회관건너
DGB3690007470,팥재주차장
DGB3600015400,사동초원파크 건너
DGB3600015500,사동초원파크 앞
DGB3600015600,송내지입구(남산방향)
DGB3600015700,점촌(한의대방향)
DGB3600015900,당고개(갈고개방향)
DGB3600016000,당고개(남산방향)
DGB3600016200,반곡2리(반곡방향)
DGB3600016400,점촌입구(한의대방향)
DGB3600016700,점촌입구(경산방향)
DGB3600016900,옥산현대A
DGB3600017000,옥산현대A 건너
DGB3600017300,사동부영3차A 건너
DGB3600017400,사동부영3차A
DGB3600018000,시민회관앞
DGB3600018100,이마트 건너
DGB3600018200,시민회관 건너
DGB3600018600,계양시장
DGB3600018700,사동부영1차A 건너
DGB3600018800,계양시장 건너
DGB3600019000,동부우체국(사동방향)
DGB3600019100,사동부영1차A
DGB3600019200,한국산업연수원 건너
DGB3600019400,동부우체국(대구방향)
DGB3600019500,반곡2리(경산방향)
DGB3600019600,옥산태왕귀빈타운
DGB3600019700,한국산업연수원
DGB3600019900,성남경로당
DGB3600020000,옥산태왕한라타운
DGB3600020100,평기리(평기방향)
DGB3600020200,사동우방A후문
DGB3600020300,평기리(갈고개방향)
DGB3600020500,평기리(남산방향)
DGB3600020700,사동우방A후문 건너
DGB3600020900,사동중
DGB3600021400,사동중 건너
DGB3600021600,정평초교
DGB3600021700,정평초교 건너
DGB3600021800,하대2리(경산방향)
DGB3600021900,경산보건소
DGB3600022000,동부파출소 건너
DGB3600022100,농산물집하장입구(상대방향)
DGB3600022200,동부파출소
DGB3600022400,경산우체국
DGB3600022900,시립박물관 건너
DGB3600023400,경산우체국 건너
DGB3600023800,하대2리(상대방향)
DGB3600023900,해뜨는요양병원
DGB3600024000,시립박물관
DGB3600024100,평산입구2(한의대방향)
DGB3600024300,해뜨는요양병원 건너
DGB3600024400,경산세무소
DGB3600024600,등기소
DGB3600024800,등기소 건너
DGB3600024900,사동원룸단지(자인방향)
DGB3600025000,전지2리(경산방향)
DGB3600025100,전지2리(반곡방향)
DGB3600025200,우검1리(남산방향)
DGB3600025400,사동원룸단지(경산방향)
DGB3600025900,경북권역재활병원
DGB3600026300,경북권역재활병원 건너
DGB3600026500,정평한솔A(종점)
DGB3600026900,구삼성초교입구(경산방향)
DGB3600027100,송내리1(남산방향)
DGB3600027200,갑제삼거리(경산방향)
DGB3600027300,하대리4(상대방향)
DGB3600027400,평산입구(경산방향)
DGB3600027500,평산입구(한의대방향)
DGB3600027700,평산동(남성초등학교 건너)
DGB3600027900,우검1리(사림방향)
DGB3600028000,평산동(남성초등학교)
DGB3600028100,송내리1(조곡방향)
DGB3600028200,전지1리(경산방향)
DGB3600028300,남곡리(남산방향)
DGB3600028400,대풍지 건너
DGB3600028500,남곡리(갈고개방향)
DGB3600028600,전지1리(반곡방향)
DGB3600028700,신천입구(자인방향)
DGB3600028800,신천입구(경산방향)
DGB3600028900,하대정미소
DGB3600029100,하대1리회관
DGB3600029200,진못(자인방향)
DGB3600029300,진못(경산방향)
DGB3600029500,하대리(경산방향)
DGB3600029600,남산지(사림방향)
DGB3600029700,갈지리회관
DGB3600029800,갈지리회관 건너
DGB3600030000,전지입구(경산방향)
DGB3600030100,전지입구(남산방향)
DGB3600030300,하대리3(경산방향)
DGB3600030600,남방(자인방향)
DGB3600030700,남방(경산방향)
DGB3600030800,송내리2(조곡방향)
DGB3600030900,송내리2(남산방향)
DGB3600031000,조폐공사(한의대방향)
DGB3600031100,조폐공사(영대방향)
DGB3600031200,인흥리
DGB3600031400,사월공단(남산방향)
DGB7011008300,큰고개오거리2
DGB7011008400,국립신암선열공원앞
DGB7011008500,국립신암선열공원건너
DGB7011008600,신암보성아파트건너
DGB7011008800,신암2동우체국
DGB7011008900,강남약국앞1
DGB7011009000,강남약국앞2
DGB7011009100,동신초등학교앞
DGB7011009200,동신초등학교건너
DGB7011009300,공고네거리2
DGB7011009400,공고네거리1
DGB7011009500,대구동부고용복지플러스센터
DGB7011009600,평화시장(닭똥집골목)건너
DGB7011009700,평화시장(닭똥집골목)앞
DGB7011009800,파티마병원건너1
DGB7011009900,경진초등학교앞
DGB7011010000,경진초등학교건너
DGB7011010100,경북대학교 경상대학앞
DGB7011010200,경북대학교 경상대학건너
DGB7011010300,경북대학교정문건너
DGB7011010400,경북대학교정문앞
DGB7011010500,신암초등학교건너
DGB7011010600,동구청건너
DGB7011010700,동구청앞
DGB7011010900,아양교역(2번출구)
DGB7011011000,아양교역(1번출구)
DGB7011011100,동촌강나루아파트건너
DGB7011011200,동촌강나루아파트앞
DGB7011011300,효동초등학교건너
DGB7011011400,효동초등학교앞
DGB7011011500,대구일마이스터고교건너
DGB7011011600,대구일마이스터고교앞
DGB7011011700,동촌해성아파트건너
DGB7011011800,아양교1
DGB7011011900,아양교2
DGB7011012000,입석중학교앞
DGB7011012100,입석중학교건너
DGB7011012200,K-2입구
DGB7011012300,강산아파트건너
DGB7011012400,강산아파트앞
DGB7011012500,공항시장건너
DGB7011012600,공항시장앞
DGB7011012700,지저동행정복지센터건너
DGB7011012800,지저동행정복지센터앞
DGB7011012900,대구국제공항앞
DGB7011013000,대구국제공항건너
DGB7011013200,불로삼거리
DGB7011013300,불로우방아파트건너
DGB7011013400,불로우방아파트앞
DGB7011013500,아양아트센터앞
DGB7011013700,대구지방기상청
DGB7011014000,망우당공원앞
DGB7011014100,우방강촌마을앞
DGB7011014200,우방강촌마을건너
DGB7011014300,은하타운건너
DGB7011014400,은하타운앞
DGB7011014500,강변동서마을앞
DGB7011014600,용계삼거리1
DGB7011014700,율하남교2
DGB7011014800,율하역(4번출구)
DGB7011014900,율하역(5번출구)
DGB7011015000,안심주공1단지건너
DGB7011015100,LG물류센터건너
DGB7011015200,LG물류센터앞
DGB7011015300,정동고등학교건너
DGB7011015400,정동고등학교앞
DGB7011015500,용계역(1번출구)
DGB7011015600,용계역(2번출구)
DGB7011015700,백자맨션건너
DGB7011015800,백자맨션앞
DGB3600031500,경동2리(남산방향)
DGB3600031600,삼육중고 건너
DGB3600031700,삼육중고
DGB3600031800,경동2리복지회관
DGB3600031900,산양리(사림방향)
DGB3600032000,계남2리(원당방향)
DGB3600032200,계남2리
DGB3600032300,송내공단(경산방향)
DGB3600032500,당리리(경산방향)
DGB3600032600,당리리(자인방향)
DGB3600032800,사월리(남산방향)
DGB3600032900,곡란
DGB3600033000,곡란(용성방향)
DGB3600033100,당리경노당 건너
DGB3600033200,사월리(경산방향)
DGB3600033500,당리경노당 앞
DGB3600033600,남산복지회관
DGB3600033700,남산복지회관 건너
DGB3600033800,남산우체국 건너
DGB3600034000,옥천리
DGB3600034100,경동1리(갈고개방향)
DGB3600034200,경동1리(남산방향)
DGB3600034700,원당 건너
DGB3600034900,원당(계남방향)
DGB3600035000,곡란구판장 건너
DGB3600035100,곡란구판장
DGB3600035400,감못
DGB3600035500,대종2리
DGB3600035800,압량한라빌라트 건너
DGB3600035900,옥천교(원당방향)
DGB3600036000,옥천교(남산방향)
DGB3600036100,신대삼거리(백안방향)
DGB3600036300,계남입구(자인방향)
DGB3600036400,계남입구(경산방향)
DGB3600036600,신대삼거리(영대방향)
DGB3600036700,원당입구(원당방향)
DGB3600036900,원당입구(남산방향)
DGB3600037100,당음리(남촌방향)
DGB3600037200,신월리1(남촌방향)
DGB3600037300,농업기술센터 건너
DGB3600037400,농업기술센터
DGB3600037500,신대2리구판장 건너
DGB3600037600,옥연마을입구 건너
DGB3600037700,옥연마을입구
DGB3600037800,신월리2(남촌방향)
DGB3600037900,곡신리(용성방향)
DGB3600038000,동부리(원당방향)
DGB3600038200,곡신리(곡란방향)
DGB3600038400,일광1리(용성방향)
DGB3600038500,일광1리(자인방향)
DGB3600038600,일광2리(용성방향)
DGB3600038700,일광2리(자인방향)
DGB3600038800,대종1리(대종리방향)
DGB3600038900,대종1리(용성방향)
DGB3600039000,육동교회
DGB3600039100,자인삼거리(자인방향)
DGB3600039200,도산(대종2리방향)
DGB3600039400,도산(용성방향)
DGB3600039500,옥천리(용성방향)
DGB3600039600,옥천리(자인방향)
DGB3600039700,북사리2(남촌방향)
DGB3600039900,수자원공사 건너(개고개)
DGB3600040000,수자원공사(개고개)
DGB3600040100,자인시장입구(자인방향)
DGB3600040200,북사리1(남촌방향)
DGB3600040300,(주)한성 건너
DGB3600040400,자인시장입구(경산방향)
DGB3600040500,백안리마을회관(남촌방향)
DGB3600040600,울옥리(용성방향)
DGB3600040700,울옥리(자인방향)
DGB3600040900,부제2리(용성방향)
DGB3600041000,가척리(대종리방향)
DGB3600041100,가척리(용성방향)
DGB3600041200,부제2리(대종리방향)
DGB3600041400,용천1리(부일방향)
DGB3600041500,용천1리(용성방향)
DGB3600041700,자인정류장
DGB3600041900,고은1리(용성방향)
DGB3600042100,고은1리(자인방향)
DGB3600042200,가일보건진료소 건너
DGB3600042500,부제리회관 건너
DGB3600042600,부제리회관
DGB3600042700,고은2리(용성방향)
DGB3600042800,고은2리(자인방향)
DGB3600042900,오산입구(용성방향)
DGB3600043000,오산입구(자인방향)
DGB3600043100,경북자동차고
DGB3600043200,경북자동차고 건너
DGB3600043400,자인면사무소
DGB3600043600,가일리(영대방향)
DGB3600043700,자인면사무소 건너
DGB3600043900,남신리(남촌방향)
DGB3600044100,자인초교
DGB3600044200,자인부대
DGB3600044300,자인부대 건너
DGB3600044500,금구동(자인방향)
DGB3610000020,고곡2리
DGB3610000030,고곡보건지소
DGB3610000040,고매초등학교
DGB3610000050,매곡1리 정미소
DGB3610000060,매곡1리경로회관
DGB3610000070,매곡2리
DGB3610000080,매곡2리 독골
DGB3610000090,매곡2리마을회관
DGB3610000100,청수송어장낚시터
DGB3610000200,고곡1리
DGB3610000210,고곡2리
DGB3610000220,고곡보건지소
DGB3610000230,고곡초등학교
DGB3610000240,매곡1리경로회관
DGB3610000250,매곡2리
DGB3610000260,매곡2리 독골
DGB3610000270,매곡2리마을회관
DGB3610000280,청수송어장낚시터
DGB3610000350,한티재
DGB3660000100,갈고개휴게소
DGB3660000200,갈고개휴게소 건너
DGB3660000400,김전1리
DGB3660000500,학일온천
DGB3660000600,동곡2리
DGB3660000700,동곡버스터미널
DGB3660000800,사전1리대국사입구
DGB3660000900,학일온천 건너
DGB3680000010,도원초등학교분교
DGB3680000120,소학리
DGB3680000150,광영검문소
DGB3680000160,도원초등학교
DGB3680000170,도흥
DGB3680000180,도흥3리 마을회관
DGB3680000190,소학1리 복지회관
DGB3680000200,용신1리 모전
DGB3680000210,용신2리 용대골
DGB3680000220,용신공단
DGB3680000230,용신정미소
DGB3680000240,한국석유
DGB3680000250,용신2리 샛터
DGB3680000340,도원초등학교분교
DGB3680000450,소학리
DGB3680000480,광영검문소
DGB3680000490,도원초등학교
DGB3680000500,도흥1리 복지회관
DGB3680000510,도흥3리 마을회관
DGB3680000520,소학1리 복지회관
DGB3680000530,용신1리 모전
DGB3680000540,용신2리 용대골
DGB3680000550,용신공단
DGB3680000560,용신정미소
DGB3680000570,한국석유
DGB3680000580,용신2리 샛터
DGB3680000590,제정리
DGB3680000670,황산(성원리)
DGB3680000680,황산(성원리)
DGB3680000740,함바우(성산리)
DGB3680000750,함바우(성산리)
DGB3680000790,성주터미널
DGB3680000850,방천길
DGB3680000860,방천길
DGB3680000920,못뚝
DGB3680000980,모뚝
DGB3680001020,명인중고등
DGB3680001060,명인중고등
DGB3680001130,새원(신부리)
DGB3680001140,선남
DGB3680001160,성주터미널
DGB3680001370,선남
DGB3680001380,선남(관화2리)
DGB3680001490,공간디자인
DGB3680001500,관화2리
DGB3680001510,광영검문소
DGB3680001520,광영검문소
DGB3680001560,광영삼거리
DGB3680001570,광영삼거리
DGB3680001700,선남농협
DGB3680001720,선남농협
DGB3680002280,대흥리(관화2리)
DGB3680002290,신기미(신부리)
DGB3680002430,"신촌,띠밭"
DGB3690000030,약동초등학교
DGB3690000060,관호5거리
DGB3690000070,왜관남부
DGB3690000080,왜관북부
DGB3690000310,가천입구
DGB3690000390,동아금속건너
DGB3690000400,약목고등학교
DGB3690000410,무림2리건너
DGB3690000420,약목
DGB3690000440,성곡
DGB3690000450,성곡종점
DGB3690000460,성곡리(뭇골)
DGB3690000490,경북식당(앞)
DGB3690000550,중리부영아파트(구미방향)
DGB3690000590,우방신천지타운종점
DGB3690000600,중동교입구
DGB3690000610,중리금호어울림건너
DGB3690000720,석우리 2길
DGB3690000730,화성철강앞
DGB3690000760,낙산리건너(돌고개)
DGB3600044600,용성중
DGB3600045000,내리(가일방향)
DGB3600045200,용성초교
